@timestamp,@billedDuration,@duration,@initDuration,,,,
42:10.8,353,132.88,219.39,,,,
53:55.3,350,134.54,215.23,,,,
05:37.2,351,134.47,216.22,,,,
17:10.2,584,122.53,460.77,,,,
28:45.7,313,103.62,209.05,,,,
40:28.4,337,124.38,211.68,,,,
52:01.0,354,138.52,215,,,,
03:33.6,341,124.93,215.23,,,,
15:13.5,347,123.07,223.16,,,,
26:50.4,366,140.79,224.43,,,354.55,376.9
38:24.3,333,113.97,218.27,,,,
49:57.8,345,138.55,205.81,,,,
01:31.7,323,103.58,219.36,,,,
13:02.0,342,124.15,217.84,,,,
24:35.0,338,128.32,209.43,,,,
36:07.2,346,138.41,207.06,,,,
47:38.8,355,108.75,245.35,,,,
59:09.0,364,134.77,228.38,,,,
10:40.4,324,121.35,202.4,,,,
22:25.0,325,116.71,207.46,,,,