@timestamp,@billedDuration,@duration,@initDuration,total,13902.771,14136.736
48:56.9,13281,13280.4,432.94,13713.94,,
59:57.3,13298,13297.22,448.58,13746.58,,
10:59.4,13371,13370.3,439.47,13810.47,,
22:00.2,13431,13430.43,438.64,13869.64,,
33:01.7,13428,13427.74,438,13866,,
44:03.8,13670,13669.28,451.51,14121.51,,
05:52.7,13282,13281.1,440.63,13722.63,,
16:57.7,13508,13507.68,441.79,13949.79,,
27:57.5,13224,13223.37,434.14,13658.14,,
38:57.4,13423,13422.02,439.52,13862.52,,
49:59.2,13342,13341.62,445.57,13787.57,,
01:00.0,13800,13799.96,454.08,14254.08,,
12:03.8,13650,13649.34,456.3,14106.3,,
23:15.5,13662,13661.35,440.25,14102.25,,
45:01.4,13542,13541.67,443.91,13985.91,,
56:01.6,13244,13243.63,429.6,13673.6,,
07:03.2,13392,13391.76,437.82,13829.82,,
18:06.9,13683,13682.19,447.56,14130.56,,
29:09.0,13371,13370.54,435.2,13806.2,,
40:11.2,13600,13599.72,457.91,14057.91,,