@timestamp,@billedDuration,@duration,@initDuration,total,14503.4055,15548.22
07:55.3,13200,13199.63,448.12,13648.12,,
20:08.1,14236,14235.75,438.43,14674.43,,
32:25.3,13696,13695.93,425.84,14121.84,,
44:38.3,13901,13900.13,491.63,14392.63,,
56:52.3,14376,14375.36,451.47,14827.47,,
09:07.7,14299,14298.77,440.01,14739.01,,
21:18.9,13800,13799.6,467.95,14267.95,,
33:32.8,14325,14324.94,480.62,14805.62,,
45:48.3,14094,14093.98,459.73,14553.73,,
58:00.6,14099,14098.66,450.97,14549.97,,
09:52.9,13796,13795.81,438.37,14234.37,,
22:07.1,14734,14733.34,487.29,15221.29,,
34:21.6,13666,13665.47,468.57,14134.57,,
46:34.9,13479,13478.29,461.5,13940.5,,
58:47.8,13496,13495.17,468.32,13964.32,,
10:39.5,13536,13535.71,485.52,14021.52,,
22:35.1,14254,14253.68,452.41,14706.41,,
34:29.0,15169,15168.88,457.12,15626.12,,
46:44.4,15098,15097.52,446.12,15544.12,,
58:55.6,13666,13665.99,428.12,14094.12,,